original_index,cluster_kmeans,cluster_dbscan,dbscan_ruido,Class
20777,2,0,0,0
20778,2,-1,1,0
20779,2,0,0,0
20780,2,3,0,0
20781,2,0,0,0
20782,2,0,0,0
20783,2,0,0,0
20784,2,-1,1,0
20785,2,0,0,0
20786,2,0,0,0
20787,5,-1,1,0
20788,2,0,0,0
20789,2,0,0,0
20790,2,-1,1,0
20791,2,4,0,0
20792,2,0,0,0
20793,2,0,0,0
20794,2,4,0,0
20795,2,0,0,0
20796,2,0,0,0
20797,2,0,0,0
20798,2,-1,1,0
20799,2,0,0,0
20800,2,0,0,0
20801,2,0,0,0
20802,2,3,0,0
20803,2,4,0,0
20804,2,0,0,0
20805,2,0,0,0
20806,2,0,0,0
20807,2,-1,1,0
20808,2,0,0,0
20809,2,-1,1,0
20810,2,2,0,0
20811,2,4,0,0
20812,2,-1,1,0
20813,2,4,0,0
20814,2,4,0,0
20815,2,0,0,0
20816,0,1,0,0
20817,2,0,0,0
20818,2,0,0,0
20819,2,0,0,0
20820,2,0,0,0
20821,2,4,0,0
20822,2,0,0,0
20823,2,-1,1,0
20824,2,-1,1,0
20825,2,4,0,0
20826,2,0,0,0
20827,2,0,0,0
20828,2,0,0,0
20829,2,-1,1,0
20830,2,-1,1,0
20831,2,0,0,0
20832,2,2,0,0
20833,2,-1,1,0
20834,2,2,0,0
20835,2,0,0,0
20836,0,-1,1,0
20837,2,4,0,0
20838,2,0,0,0
20839,2,0,0,0
20840,2,0,0,0
20841,0,1,0,0
20842,2,4,0,0
20843,2,0,0,0
20844,2,0,0,0
20845,2,0,0,0
20846,2,2,0,0
20847,2,0,0,0
20848,2,0,0,0
20849,2,0,0,0
20850,2,3,0,0
20851,2,0,0,0
20852,2,0,0,0
20853,2,0,0,0
20854,2,0,0,0
20855,2,-1,1,0
20856,2,-1,1,0
20857,2,0,0,0
20858,2,2,0,0
20859,2,-1,1,0
20860,2,-1,1,0
20861,2,-1,1,0
20862,2,-1,1,0
20863,2,0,0,0
20864,2,-1,1,0
20865,2,-1,1,0
20866,0,1,0,0
20867,2,0,0,0
20868,2,0,0,0
20869,2,4,0,0
20870,2,0,0,0
20871,2,0,0,0
20872,2,-1,1,0
20873,2,-1,1,0
20874,2,0,0,0
20875,3,-1,1,0
20876,2,-1,1,0
20877,2,-1,1,0
20878,2,0,0,0
20879,2,0,0,0
20880,2,0,0,0
20881,2,-1,1,0
20882,2,0,0,0
20883,2,-1,1,0
20884,2,-1,1,0
20885,2,0,0,0
20886,2,0,0,0
20887,2,0,0,0
20888,2,3,0,0
20889,2,3,0,0
20890,2,0,0,0
20891,2,-1,1,0
20892,2,-1,1,0
20893,2,0,0,0
20894,2,-1,1,0
20895,2,3,0,0
20896,2,0,0,0
20897,2,-1,1,0
20898,2,0,0,0
20899,3,-1,1,0
20900,2,3,0,0
20901,2,0,0,0
20902,2,0,0,0
20903,2,0,0,0
20904,2,0,0,0
20905,2,0,0,0
20906,2,0,0,0
20907,2,-1,1,0
20908,2,2,0,0
20909,2,-1,1,0
20910,2,0,0,0
20911,2,0,0,0
20912,2,0,0,0
20913,2,0,0,0
20914,0,6,0,0
20915,2,2,0,0
20916,2,4,0,0
20917,2,4,0,0
20918,2,0,0,0
20919,2,4,0,0
20920,2,-1,1,0
20921,2,-1,1,0
20922,2,0,0,0
20923,2,-1,1,0
20924,2,0,0,0
20925,2,0,0,0
20926,2,0,0,0
20927,0,1,0,0
20928,5,-1,1,0
20929,2,0,0,0
20930,2,0,0,0
20931,2,2,0,0
20932,2,0,0,0
20933,2,-1,1,0
20934,0,1,0,0
20935,2,-1,1,0
20936,2,0,0,0
20937,2,0,0,0
20938,2,0,0,0
20939,2,0,0,0
20940,2,0,0,0
20941,2,0,0,0
20942,2,0,0,0
20943,2,-1,1,0
20944,2,-1,1,0
20945,2,0,0,0
20946,2,4,0,0
20947,2,0,0,0
20948,2,0,0,0
20949,2,0,0,0
20950,2,0,0,0
20951,2,0,0,0
20952,2,-1,1,0
20953,2,0,0,0
20954,2,4,0,0
20955,2,0,0,0
20956,2,-1,1,0
20957,2,-1,1,0
20958,2,0,0,0
20959,2,0,0,0
20960,2,3,0,0
20961,2,0,0,0
20962,0,1,0,0
20963,2,0,0,0
20964,2,0,0,0
20965,2,0,0,0
20966,2,-1,1,0
20967,2,-1,1,0
20968,2,-1,1,0
20969,2,-1,1,0
20970,5,0,0,0
20971,2,0,0,0
20972,2,-1,1,0
20973,2,0,0,0
20974,2,0,0,0
20975,2,0,0,0
20976,2,0,0,0
20977,2,0,0,0
20978,2,-1,1,0
20979,2,-1,1,0
20980,2,-1,1,0
20981,2,0,0,0
20982,2,0,0,0
20983,2,0,0,0
20984,2,-1,1,0
20985,2,0,0,0
20986,2,2,0,0
20987,2,0,0,0
20988,2,0,0,0
20989,2,2,0,0
20990,2,-1,1,0
20991,2,0,0,0
20992,2,0,0,0
20993,2,0,0,0
20994,2,0,0,0
20995,2,-1,1,0
20996,2,3,0,0
20997,2,14,0,0
20998,2,4,0,0
20999,2,-1,1,0
21000,2,-1,1,0
21001,2,0,0,0
21002,2,0,0,0
21003,2,0,0,0
21004,2,0,0,0
21005,2,0,0,0
21006,2,0,0,0
21007,2,0,0,0
21008,2,4,0,0
21009,2,0,0,0
21010,2,3,0,0
21011,5,-1,1,0
21012,0,6,0,0
21013,2,-1,1,0
21014,2,0,0,0
21015,3,-1,1,0
21016,2,0,0,0
21017,2,0,0,0
21018,2,0,0,0
21019,2,4,0,0
21020,2,4,0,0
21021,2,0,0,0
21022,2,2,0,0
21023,2,0,0,0
21024,2,2,0,0
21025,2,-1,1,0
21026,2,3,0,0
21027,2,4,0,0
21028,2,-1,1,0
21029,2,2,0,0
21030,0,1,0,0
21031,2,0,0,0
21032,2,4,0,0
21033,2,0,0,0
21034,2,4,0,0
21035,2,0,0,0
21036,2,-1,1,0
21037,2,-1,1,0
21038,2,-1,1,0
21039,2,0,0,0
21040,2,0,0,0
21041,2,0,0,0
21042,2,3,0,0
21043,2,0,0,0
21044,2,2,0,0
21045,2,3,0,0
21046,2,0,0,0
21047,2,-1,1,0
21048,0,7,0,0
21049,2,0,0,0
21050,2,3,0,0
21051,2,0,0,0
21052,2,-1,1,0
21053,2,4,0,0
21054,2,-1,1,0
21055,0,-1,1,0
21056,2,0,0,0
21057,0,-1,1,0
21058,2,4,0,0
21059,2,0,0,0
21060,2,0,0,0
21061,2,4,0,0
21062,2,-1,1,0
21063,2,0,0,0
21064,2,0,0,0
21065,2,0,0,0
21066,2,4,0,0
21067,2,0,0,0
21068,2,-1,1,0
21069,2,2,0,0
21070,2,0,0,0
21071,0,6,0,0
21072,2,-1,1,0
21073,2,0,0,0
21074,0,1,0,0
21075,2,0,0,0
21076,2,0,0,0
21077,0,1,0,0
21078,2,0,0,0
21079,2,0,0,0
21080,2,0,0,0
21081,2,0,0,0
21082,2,2,0,0
21083,2,-1,1,0
21084,2,2,0,0
21085,2,-1,1,0
21086,0,1,0,0
21087,2,3,0,0
21088,0,1,0,0
21089,2,0,0,0
21090,2,-1,1,0
21091,2,2,0,0
21092,2,0,0,0
21093,2,-1,1,0
21094,2,0,0,0
21095,2,0,0,0
21096,2,-1,1,0
21097,2,0,0,0
21098,3,-1,1,0
21099,2,4,0,0
21100,2,4,0,0
21101,2,3,0,0
21102,2,3,0,0
21103,2,0,0,0
21104,0,-1,1,0
21105,2,0,0,0
21106,2,0,0,0
21107,2,-1,1,0
21108,2,-1,1,0
21109,2,0,0,0
21110,2,-1,1,0
21111,2,2,0,0
21112,2,0,0,0
21113,2,0,0,0
21114,2,0,0,0
21115,2,0,0,0
21116,2,0,0,0
21117,2,4,0,0
21118,2,0,0,0
21119,2,0,0,0
21120,2,0,0,0
21121,2,0,0,0
21122,2,0,0,0
21123,0,1,0,0
21124,2,4,0,0
21125,2,0,0,0
21126,2,0,0,0
21127,2,4,0,0
21128,2,-1,1,0
21129,2,0,0,0
21130,2,0,0,0
21131,2,0,0,0
21132,2,0,0,0
21133,2,0,0,0
21134,2,0,0,0
21135,2,0,0,0
21136,2,0,0,0
21137,2,0,0,0
21138,2,0,0,0
21139,2,2,0,0
21140,2,2,0,0
21141,3,-1,1,0
21142,2,4,0,0
21143,2,-1,1,0
21144,5,-1,1,0
21145,2,0,0,0
21146,2,3,0,0
21147,2,0,0,0
21148,2,0,0,0
21149,2,0,0,0
21150,2,-1,1,0
21151,2,0,0,0
21152,2,0,0,0
21153,2,0,0,0
21154,2,0,0,0
21155,2,2,0,0
21156,0,7,0,0
21157,2,0,0,0
21158,2,0,0,0
21159,2,0,0,0
21160,2,-1,1,0
21161,2,-1,1,0
21162,2,0,0,0
21163,2,-1,1,0
21164,2,-1,1,0
21165,2,4,0,0
21166,2,2,0,0
21167,2,0,0,0
21168,2,0,0,0
21169,2,0,0,0
21170,2,-1,1,0
21171,2,-1,1,0
21172,2,3,0,0
21173,2,0,0,0
21174,2,0,0,0
21175,2,0,0,0
21176,2,-1,1,0
21177,0,1,0,0
21178,2,0,0,0
21179,2,0,0,0
21180,2,-1,1,0
21181,2,-1,1,0
21182,2,4,0,0
21183,2,0,0,0
21184,2,-1,1,0
21185,2,2,0,0
21186,2,0,0,0
21187,2,0,0,0
21188,2,0,0,0
21189,2,0,0,0
21190,2,0,0,0
21191,2,-1,1,0
21192,2,0,0,0
21193,2,-1,1,0
21194,2,2,0,0
21195,2,4,0,0
21196,2,4,0,0
21197,2,0,0,0
21198,2,0,0,0
21199,2,0,0,0
21200,2,0,0,0
21201,2,0,0,0
21202,2,0,0,0
21203,2,0,0,0
21204,2,4,0,0
21205,2,3,0,0
21206,2,3,0,0
21207,2,0,0,0
21208,2,13,0,0
21209,2,4,0,0
21210,2,-1,1,0
21211,2,0,0,0
21212,2,0,0,0
21213,2,-1,1,0
21214,2,0,0,0
21215,2,0,0,0
21216,2,0,0,0
21217,2,-1,1,0
21218,2,4,0,0
21219,5,0,0,0
21220,2,3,0,0
21221,2,2,0,0
21222,2,0,0,0
21223,2,0,0,0
21224,2,3,0,0
21225,2,0,0,0
21226,2,4,0,0
21227,2,0,0,0
21228,2,4,0,0
21229,2,2,0,0
21230,2,4,0,0
21231,2,0,0,0
21232,2,4,0,0
21233,2,4,0,0
21234,2,0,0,0
21235,2,0,0,0
21236,2,2,0,0
21237,2,-1,1,0
21238,2,3,0,0
21239,2,4,0,0
21240,2,0,0,0
21241,2,-1,1,0
21242,2,4,0,0
21243,2,0,0,0
21244,2,-1,1,0
21245,2,0,0,0
21246,2,2,0,0
21247,2,0,0,0
21248,2,0,0,0
21249,2,3,0,0
21250,2,2,0,0
21251,2,0,0,0
21252,2,3,0,0
21253,2,0,0,0
21254,2,4,0,0
21255,2,-1,1,0
21256,2,0,0,0
21257,2,-1,1,0
21258,2,0,0,0
21259,2,0,0,0
21260,0,1,0,0
21261,2,-1,1,0
21262,2,0,0,0
21263,0,1,0,0
21264,2,3,0,0
21265,2,0,0,0
21266,2,-1,1,0
21267,2,0,0,0
21268,2,-1,1,0
21269,0,-1,1,0
21270,2,-1,1,0
21271,2,0,0,0
21272,2,0,0,0
21273,2,0,0,0
21274,2,0,0,0
21275,2,0,0,0
21276,2,0,0,0
21277,2,0,0,0
21278,2,-1,1,0
21279,2,0,0,0
21280,2,0,0,0
21281,2,4,0,0
21282,2,0,0,0
21283,2,0,0,0
21284,2,0,0,0
21285,2,0,0,0
21286,2,4,0,0
21287,2,0,0,0
21288,2,4,0,0
21289,5,0,0,0
21290,2,-1,1,0
21291,2,4,0,0
21292,2,0,0,0
21293,5,0,0,0
21294,2,0,0,0
21295,2,0,0,0
21296,2,0,0,0
21297,2,4,0,0
21298,5,0,0,0
21299,2,-1,1,0
21300,2,2,0,0
21301,2,-1,1,0
21302,2,0,0,0
21303,2,4,0,0
21304,2,0,0,0
21305,2,0,0,0
21306,2,0,0,0
21307,0,1,0,0
21308,2,0,0,0
21309,2,0,0,0
21310,2,4,0,0
21311,2,0,0,0
21312,2,0,0,0
21313,2,0,0,0
21314,2,4,0,0
21315,2,0,0,0
21316,2,-1,1,0
21317,0,-1,1,0
21318,2,0,0,0
21319,2,3,0,0
21320,2,0,0,0
21321,2,2,0,0
21322,2,0,0,0
21323,2,3,0,0
21324,2,0,0,0
21325,2,-1,1,0
21326,2,0,0,0
21327,2,2,0,0
21328,2,0,0,0
21329,2,0,0,0
21330,2,0,0,0
21331,2,0,0,0
21332,2,0,0,0
21333,0,1,0,0
21334,0,7,0,0
21335,2,-1,1,0
21336,2,0,0,0
21337,2,-1,1,0
21338,0,1,0,0
21339,2,0,0,0
21340,2,-1,1,0
21341,2,-1,1,0
21342,2,0,0,0
21343,2,0,0,0
21344,2,0,0,0
21345,2,0,0,0
21346,2,0,0,0
21347,2,-1,1,0
21348,2,0,0,0
21349,2,-1,1,0
21350,2,0,0,0
21351,2,0,0,0
21352,2,0,0,0
21353,2,0,0,0
21354,2,-1,1,0
21355,2,0,0,0
21356,2,2,0,0
21357,2,0,0,0
21358,2,-1,1,0
21359,2,-1,1,0
21360,2,0,0,0
21361,5,-1,1,0
21362,2,-1,1,0
21363,2,2,0,0
21364,2,-1,1,0
21365,3,-1,1,0
21366,2,0,0,0
21367,2,0,0,0
21368,2,0,0,0
21369,2,-1,1,0
21370,2,0,0,0
21371,2,0,0,0
21372,2,0,0,0
21373,2,-1,1,0
21374,2,0,0,0
21375,2,0,0,0
21376,2,0,0,0
21377,2,0,0,0
21378,2,0,0,0
21379,5,0,0,0
21380,2,-1,1,0
21381,2,-1,1,0
21382,2,0,0,0
21383,2,0,0,0
21384,2,0,0,0
21385,2,0,0,0
21386,2,0,0,0
21387,2,-1,1,0
21388,2,4,0,0
21389,2,0,0,0
21390,2,0,0,0
21391,0,-1,1,0
21392,2,0,0,0
21393,2,0,0,0
21394,2,0,0,0
21395,2,0,0,0
21396,2,-1,1,0
21397,2,0,0,0
21398,0,-1,1,0
21399,2,0,0,0
21400,2,0,0,0
21401,2,0,0,0
21402,2,-1,1,0
21403,2,3,0,0
21404,2,0,0,0
21405,2,3,0,0
21406,2,4,0,0
21407,2,0,0,0
21408,2,-1,1,0
21409,2,4,0,0
21410,2,4,0,0
21411,2,-1,1,0
21412,2,3,0,0
21413,2,-1,1,0
21414,2,0,0,0
21415,2,0,0,0
21416,2,0,0,0
21417,2,-1,1,0
21418,2,0,0,0
21419,3,-1,1,0
21420,2,0,0,0
21421,2,0,0,0
21422,2,0,0,0
21423,2,-1,1,0
21424,2,0,0,0
21425,2,0,0,0
21426,2,0,0,0
21427,2,-1,1,0
21428,2,0,0,0
21429,2,4,0,0
21430,2,0,0,0
21431,2,-1,1,0
21432,0,1,0,0
21433,2,0,0,0
21434,2,3,0,0
21435,2,0,0,0
21436,2,0,0,0
21437,2,-1,1,0
21438,2,0,0,0
21439,5,-1,1,0
21440,2,4,0,0
21441,2,0,0,0
21442,2,0,0,0
21443,2,4,0,0
21444,5,0,0,0
21445,2,0,0,0
21446,2,2,0,0
21447,2,0,0,0
21448,2,-1,1,0
21449,2,3,0,0
21450,2,0,0,0
21451,2,0,0,0
21452,2,0,0,0
21453,2,3,0,0
21454,3,-1,1,0
21455,2,-1,1,0
21456,2,0,0,0
21457,2,0,0,0
21458,2,3,0,0
21459,2,-1,1,0
21460,2,0,0,0
21461,2,3,0,0
21462,2,0,0,0
21463,2,0,0,0
21464,0,5,0,0
21465,2,0,0,0
21466,2,4,0,0
21467,2,4,0,0
21468,2,-1,1,0
21469,2,0,0,0
21470,2,0,0,0
21471,2,0,0,0
21472,2,0,0,0
21473,2,0,0,0
21474,2,0,0,0
21475,2,0,0,0
21476,2,3,0,0
21477,0,1,0,0
21478,2,4,0,0
21479,2,0,0,0
21480,2,-1,1,0
21481,2,-1,1,0
21482,2,4,0,0
21483,2,0,0,0
21484,2,4,0,0
21485,0,-1,1,0
21486,2,0,0,0
21487,2,0,0,0
21488,0,1,0,0
21489,2,0,0,0
21490,2,-1,1,0
21491,2,-1,1,0
21492,2,0,0,0
21493,2,0,0,0
21494,2,4,0,0
21495,5,-1,1,0
21496,2,-1,1,0
21497,2,4,0,0
21498,2,0,0,0
21499,2,0,0,0
21500,2,0,0,0
21501,2,-1,1,0
21502,2,0,0,0
21503,2,0,0,0
21504,2,0,0,0
21505,2,0,0,0
21506,0,1,0,0
21507,2,0,0,0
21508,2,2,0,0
21509,5,0,0,0
21510,2,-1,1,0
21511,3,-1,1,0
21512,2,4,0,0
21513,2,3,0,0
21514,2,-1,1,0
21515,2,0,0,0
21516,2,4,0,0
21517,2,0,0,0
21518,2,0,0,0
21519,2,0,0,0
21520,5,0,0,0
21521,2,0,0,0
21522,2,0,0,0
21523,2,4,0,0
21524,2,-1,1,0
21525,0,5,0,0
21526,2,-1,1,0
21527,2,0,0,0
21528,0,-1,1,0
21529,2,0,0,0
21530,2,0,0,0
21531,0,7,0,0
21532,2,0,0,0
21533,2,-1,1,0
21534,2,4,0,0
21535,2,0,0,0
21536,2,4,0,0
21537,2,-1,1,0
21538,0,1,0,0
21539,0,7,0,0
21540,2,0,0,0
21541,2,-1,1,0
21542,0,5,0,0
21543,2,4,0,0
21544,2,4,0,0
21545,2,0,0,0
21546,2,0,0,0
21547,2,-1,1,0
21548,2,-1,1,0
21549,2,0,0,0
21550,2,3,0,0
21551,2,0,0,0
21552,2,0,0,0
21553,2,0,0,0
21554,2,0,0,0
21555,2,0,0,0
21556,2,0,0,0
21557,2,0,0,0
21558,2,-1,1,0
21559,0,1,0,0
21560,2,4,0,0
21561,2,2,0,0
21562,2,0,0,0
21563,2,-1,1,0
21564,2,0,0,0
21565,2,0,0,0
21566,2,4,0,0
21567,2,0,0,0
21568,2,-1,1,0
21569,2,4,0,0
21570,2,-1,1,0
21571,2,0,0,0
21572,2,0,0,0
21573,2,0,0,0
21574,5,0,0,0
21575,5,0,0,0
21576,0,7,0,0
21577,2,0,0,0
21578,2,0,0,0
21579,5,0,0,0
21580,3,-1,1,0
21581,2,2,0,0
21582,2,0,0,0
21583,2,4,0,0
21584,2,0,0,0
21585,2,0,0,0
21586,0,-1,1,0
21587,2,0,0,0
21588,2,0,0,0
21589,2,2,0,0
21590,2,0,0,0
21591,2,-1,1,0
21592,2,3,0,0
21593,2,2,0,0
21594,2,-1,1,0
21595,2,-1,1,0
21596,0,-1,1,0
21597,2,0,0,0
21598,2,3,0,0
21599,2,-1,1,0
21600,2,-1,1,0
21601,0,-1,1,0
21602,2,0,0,0
21603,2,3,0,0
21604,2,-1,1,0
21605,2,-1,1,0
21606,2,4,0,0
21607,0,1,0,0
21608,2,4,0,0
21609,2,0,0,0
21610,0,1,0,0
21611,2,0,0,0
21612,2,4,0,0
21613,2,0,0,0
21614,2,4,0,0
21615,2,0,0,0
21616,2,0,0,0
21617,0,6,0,0
21618,2,0,0,0
21619,2,0,0,0
21620,2,0,0,0
21621,0,-1,1,0
21622,2,0,0,0
21623,2,4,0,0
21624,2,2,0,0
21625,2,-1,1,0
21626,2,2,0,0
21627,2,4,0,0
21628,2,0,0,0
21629,2,0,0,0
21630,2,0,0,0
21631,5,-1,1,0
21632,2,3,0,0
21633,2,0,0,0
21634,2,-1,1,0
21635,2,-1,1,0
21636,2,0,0,0
21637,2,0,0,0
21638,2,-1,1,0
21639,2,2,0,0
21640,0,-1,1,0
21641,2,0,0,0
21642,2,0,0,0
21643,2,0,0,0
21644,2,0,0,0
21645,2,-1,1,0
21646,2,0,0,0
21647,2,2,0,0
21648,2,0,0,0
21649,0,-1,1,0
21650,2,0,0,0
21651,2,0,0,0
21652,2,4,0,0
21653,2,-1,1,0
21654,2,0,0,0
21655,2,0,0,0
21656,2,0,0,0
21657,2,-1,1,0
21658,0,1,0,0
21659,2,0,0,0
21660,2,0,0,0
21661,2,0,0,0
21662,2,0,0,0
21663,2,0,0,0
21664,5,-1,1,0
21665,2,-1,1,0
21666,2,0,0,0
21667,2,0,0,0
21668,2,-1,1,0
21669,2,-1,1,0
21670,2,0,0,0
21671,2,0,0,0
21672,2,-1,1,0
21673,2,0,0,0
21674,2,4,0,0
21675,2,0,0,0
21676,2,3,0,0
21677,2,0,0,0
21678,2,-1,1,0
21679,2,0,0,0
21680,3,-1,1,0
21681,2,0,0,0
21682,2,0,0,0
21683,5,0,0,0
21684,2,3,0,0
21685,2,0,0,0
21686,2,0,0,0
21687,2,0,0,0
21688,2,2,0,0
21689,2,4,0,0
21690,2,4,0,0
21691,2,0,0,0
21692,2,-1,1,0
21693,2,4,0,0
21694,2,0,0,0
21695,2,-1,1,0
21696,0,6,0,0
21697,2,0,0,0
21698,2,0,0,0
21699,2,4,0,0
21700,2,-1,1,0
21701,2,0,0,0
21702,2,0,0,0
21703,2,-1,1,0
21704,2,0,0,0
21705,2,0,0,0
21706,2,0,0,0
21707,2,0,0,0
21708,2,4,0,0
21709,2,-1,1,0
21710,2,0,0,0
21711,2,4,0,0
21712,2,-1,1,0
21713,2,2,0,0
21714,2,0,0,0
21715,2,0,0,0
21716,2,0,0,0
21717,2,0,0,0
21718,2,-1,1,0
21719,5,0,0,0
21720,2,0,0,0
21721,2,0,0,0
21722,2,0,0,0
21723,2,4,0,0
21724,2,0,0,0
21725,0,1,0,0
21726,2,-1,1,0
21727,2,4,0,0
21728,2,-1,1,0
21729,2,0,0,0
21730,2,0,0,0
21731,2,2,0,0
21732,2,-1,1,0
21733,2,0,0,0
21734,2,0,0,0
21735,2,0,0,0
21736,2,-1,1,0
21737,2,-1,1,0
21738,5,-1,1,0
21739,2,0,0,0
21740,2,0,0,0
21741,2,0,0,0
21742,2,4,0,0
21743,2,-1,1,0
21744,2,4,0,0
21745,2,0,0,0
21746,2,0,0,0
21747,2,4,0,0
21748,2,0,0,0
21749,2,2,0,0
21750,2,2,0,0
21751,2,-1,1,0
21752,2,0,0,0
21753,2,0,0,0
21754,2,-1,1,0
21755,2,4,0,0
21756,2,0,0,0
21757,2,0,0,0
21758,2,0,0,0
21759,2,0,0,0
21760,2,0,0,0
21761,2,0,0,0
21762,2,0,0,0
21763,2,-1,1,0
21764,2,0,0,0
21765,5,0,0,0
21766,2,-1,1,0
21767,2,-1,1,0
21768,2,-1,1,0
21769,2,0,0,0
21770,2,0,0,0
21771,2,4,0,0
21772,2,0,0,0
21773,2,0,0,0
21774,2,0,0,0
21775,2,-1,1,0
21776,2,0,0,0
21777,2,0,0,0
21778,2,-1,1,0
21779,2,0,0,0
21780,2,0,0,0
21781,2,-1,1,0
21782,2,0,0,0
21783,2,0,0,0
21784,2,-1,1,0
21785,2,0,0,0
21786,2,0,0,0
21787,2,0,0,0
21788,2,0,0,0
21789,2,0,0,0
21790,2,-1,1,0
21791,2,0,0,0
21792,2,4,0,0
21793,2,0,0,0
21794,5,0,0,0
21795,2,3,0,0
21796,2,0,0,0
21797,2,0,0,0
21798,2,-1,1,0
21799,2,0,0,0
21800,2,0,0,0
21801,2,0,0,0
21802,2,-1,1,0
21803,2,0,0,0
21804,2,0,0,0
21805,2,0,0,0
21806,2,-1,1,0
21807,2,-1,1,0
21808,2,0,0,0
21809,2,0,0,0
21810,2,2,0,0
21811,2,4,0,0
21812,2,0,0,0
21813,2,4,0,0
21814,2,0,0,0
21815,2,0,0,0
21816,2,0,0,0
21817,2,0,0,0
21818,2,0,0,0
21819,2,0,0,0
21820,2,0,0,0
21821,2,0,0,0
21822,2,-1,1,0
21823,2,0,0,0
21824,2,0,0,0
21825,2,0,0,0
21826,2,-1,1,0
21827,2,0,0,0
21828,2,0,0,0
21829,2,-1,1,0
21830,2,0,0,0
21831,2,-1,1,0
21832,2,0,0,0
21833,2,3,0,0
21834,2,0,0,0
21835,2,4,0,0
21836,2,4,0,0
21837,2,-1,1,0
21838,2,0,0,0
21839,2,0,0,0
21840,2,0,0,0
21841,2,-1,1,0
21842,2,0,0,0
21843,2,3,0,0
21844,0,1,0,0
21845,2,-1,1,0
21846,2,2,0,0
21847,2,0,0,0
21848,2,-1,1,0
21849,2,0,0,0
21850,2,4,0,0
21851,2,0,0,0
21852,2,2,0,0
21853,3,-1,1,0
21854,2,2,0,0
21855,2,0,0,0
21856,2,0,0,0
21857,5,0,0,0
21858,2,3,0,0
21859,2,4,0,0
21860,2,4,0,0
21861,2,0,0,0
21862,2,4,0,0
21863,2,0,0,0
21864,2,-1,1,0
21865,2,2,0,0
21866,2,0,0,0
21867,2,0,0,0
21868,2,0,0,0
21869,2,2,0,0
21870,2,3,0,0
21871,2,0,0,0
21872,2,0,0,0
21873,2,2,0,0
21874,2,2,0,0
21875,2,-1,1,0
21876,2,0,0,0
21877,2,0,0,0
21878,2,0,0,0
21879,2,0,0,0
21880,2,0,0,0
21881,2,0,0,0
21882,2,4,0,0
21883,2,0,0,0
21884,2,0,0,0
21885,2,4,0,0
21886,2,0,0,0
21887,2,-1,1,0
21888,2,-1,1,0
21889,2,0,0,0
21890,2,0,0,0
21891,2,2,0,0
21892,2,0,0,0
21893,2,-1,1,0
21894,2,0,0,0
21895,2,0,0,0
21896,2,-1,1,0
21897,2,-1,1,0
21898,0,1,0,0
21899,3,-1,1,0
21900,2,3,0,0
21901,2,2,0,0
21902,2,0,0,0
21903,2,0,0,0
21904,2,-1,1,0
21905,2,4,0,0
21906,2,0,0,0
21907,2,0,0,0
21908,2,0,0,0
21909,2,0,0,0
21910,2,0,0,0
21911,2,4,0,0
21912,0,5,0,0
21913,2,-1,1,0
21914,2,0,0,0
21915,2,4,0,0
21916,2,3,0,0
21917,2,4,0,0
21918,2,0,0,0
21919,2,4,0,0
21920,2,0,0,0
21921,2,0,0,0
21922,2,2,0,0
21923,2,0,0,0
21924,2,0,0,0
21925,2,0,0,0
21926,2,0,0,0
21927,2,0,0,0
21928,2,-1,1,0
21929,2,-1,1,0
21930,2,0,0,0
21931,2,-1,1,0
21932,2,-1,1,0
21933,3,-1,1,0
21934,2,-1,1,0
21935,2,-1,1,0
21936,2,-1,1,0
21937,2,-1,1,0
21938,2,0,0,0
21939,2,4,0,0
21940,2,0,0,0
21941,2,0,0,0
21942,2,0,0,0
21943,2,0,0,0
21944,2,0,0,0
21945,2,4,0,0
21946,2,0,0,0
21947,0,-1,1,0
21948,2,0,0,0
21949,2,-1,1,0
21950,2,0,0,0
21951,2,-1,1,0
21952,2,0,0,0
21953,2,0,0,0
21954,2,0,0,0
21955,2,0,0,0
21956,2,0,0,0
21957,2,2,0,0
21958,2,3,0,0
21959,2,0,0,0
21960,2,0,0,0
21961,2,0,0,0
21962,2,0,0,0
21963,5,0,0,0
21964,2,3,0,0
21965,2,0,0,0
21966,2,0,0,0
21967,2,4,0,0
21968,2,0,0,0
21969,0,-1,1,0
21970,2,0,0,0
21971,2,-1,1,0
21972,2,4,0,0
21973,2,0,0,0
21974,2,0,0,0
21975,2,-1,1,0
21976,2,-1,1,0
21977,2,0,0,0
21978,0,5,0,0
21979,2,2,0,0
21980,2,0,0,0
21981,0,-1,1,0
21982,2,4,0,0
21983,2,-1,1,0
21984,0,5,0,0
21985,2,0,0,0
21986,2,4,0,0
21987,2,-1,1,0
21988,0,1,0,0
21989,2,0,0,0
21990,2,0,0,0
21991,2,0,0,0
21992,2,0,0,0
21993,2,0,0,0
21994,2,0,0,0
21995,2,3,0,0
21996,2,0,0,0
21997,2,0,0,0
21998,2,0,0,0
21999,2,-1,1,0
22000,2,0,0,0
22001,2,14,0,0
22002,5,-1,1,0
22003,2,-1,1,0
22004,2,4,0,0
22005,2,0,0,0
22006,2,4,0,0
22007,2,-1,1,0
22008,2,-1,1,0
22009,2,0,0,0
22010,2,0,0,0
22011,2,2,0,0
22012,2,4,0,0
22013,2,0,0,0
22014,2,3,0,0
22015,2,0,0,0
22016,2,0,0,0
22017,2,0,0,0
22018,2,0,0,0
22019,2,0,0,0
